"Index","en-US","cs-CZ","da-DK","de-DE","en-GB","es-ES","es-MX","et-EE","fi-FI","fr-CA","fr-FR","hr-HR","hu-HU","it-IT","lt-LT","lv-LV","nb-NO","nl-NL","pl-PL","pt-BR","pt-PT","ro-RO","sk-SK","sl-SI","sr-Latn-RS","sv-SE","tr-TR"
"240","% Total Processor Time","% celkem času procesoru","% Total processortid","Gesamtprozessorzeit (%)","% Total Processor Time","% de tiempo total de procesador","% de tiempo total de procesador","% Total Processor Time","Suoritinaika yhteensä prosentteina","Pourcentage de temps total du processeur","Pourcentage de temps total du processeur","% Total Processor Time","A rendszer processzorainak kihasználtsága (%)","% Tempo totale processore","% Total Processor Time","% Total Processor Time","% Total prosessortid","Percentage totale processortijd","Całkowity czas procesora (%)","% tempo total de processador","% total de tempo do processador","% Total Processor Time","% Total Processor Time","% Total Processor Time","% Total Processor Time","% total processortid","% Toplam İşlemci Zamanı"
"2400","In - Teredo Relay Success Packets: Bubbles","Vstup – úspěšné pakety přenosu Teredo: bubliny","Ind - Vellykkede pakker på Teredo-relæet: Bobler","Eingehend - Erfolgreiche Teredorelaypakete: Bubbles","In - Teredo Relay Success Packets: Bubbles","","","In - Teredo Relay Success Packets: Bubbles","Saapuva – Teredo-välityksen onnistumispaketit: kuplat","Entrée - Paquets valides du relais Teredo : bulles","Entrée - Paquets valides du relais Teredo : bulles","In - Teredo Relay Success Packets: Bubbles","Bejövő - Teredo-továbbítón sikeresen fogadott csomagok: Bubble csomagok","Ingresso - Pacchetti validi relay Teredo: bubble","In - Teredo Relay Success Packets: Bubbles","In - Teredo Relay Success Packets: Bubbles","Inn – Teredo-relé, vellykkede pakker: bobler","In - Geslaagde pakketten Teredo-relay: bubbles","Ruch przychodzący — prawidłowe pakiety przekaźnika Teredo: typu „bubble”","Entrada - Pacotes de Êxito da Retransmissão Teredo: Bolhas","Entrada - Pacotes de Reencaminhamento Teredo com Êxito: Bubbles","In - Teredo Relay Success Packets: Bubbles","In - Teredo Relay Success Packets: Bubbles","In - Teredo Relay Success Packets: Bubbles","In - Teredo Relay Success Packets: Bubbles","In - lyckade Teredo-reläpaket: bubblor","Gelen - Teredo Geçiş Yönlendiricisi Başarılı Paket Sayısı: Balonlar"
"2402","In - Teredo Relay Success Packets: Data Packets","Vstup – úspěšné pakety přenosu Teredo: datové pakety","Ind - Vellykkede pakker på Teredo-relæet: Datapakker","Eingehend - Erfolgreiche Teredorelaypakete: Datenpakete","In - Teredo Relay Success Packets: Data Packets","","","In - Teredo Relay Success Packets: Data Packets","Saapuva – Teredo-välityksen onnistumispaketit: datapaketit","Entrée - Paquets valides du relais Teredo : paquets de données","Entrée - Paquets valides du relais Teredo : paquets de données","In - Teredo Relay Success Packets: Data Packets","Bejövő - Teredo-továbbítón sikeresen fogadott csomagok: adatcsomagok","Ingresso - Pacchetti validi relay Teredo: pacchetti di dati","In - Teredo Relay Success Packets: Data Packets","In - Teredo Relay Success Packets: Data Packets","Inn – Teredo-relé, vellykkede pakker: datapakker","In - Geslaagde pakketten Teredo-relay: gegevenspakketten","Ruch przychodzący — prawidłowe pakiety przekaźnika Teredo: pakiety danych","Entrada - Pacotes de Êxito da Retransmissão Teredo: Pacotes de Dados","Entrada - Pacotes de Reencaminhamento Teredo com Êxito: Pacotes de Dados","In - Teredo Relay Success Packets: Data Packets","In - Teredo Relay Success Packets: Data Packets","In - Teredo Relay Success Packets: Data Packets","In - Teredo Relay Success Packets: Data Packets","In - lyckade Teredo-reläpaket: datapaket","Gelen - Teredo Geçiş Yönlendiricisi Başarılı Paket Sayısı: Veri Paketleri"
"2404","In - Teredo Relay Error Packets: Total","Vstup – chybové pakety přenosu Teredo: celkem","Ind - Mislykkede pakker på Teredo-relæet: Samlet","Eingehend - Fehlerhafte Teredorelaypakete: Gesamt","In - Teredo Relay Error Packets: Total","","","In - Teredo Relay Error Packets: Total","Saapuva - Teredo-välityksen virhepaketit: yhteensä","Entrée - Paquets non valides du relais Teredo : total","Entrée - Paquets non valides du relais Teredo : total","In - Teredo Relay Error Packets: Total","Bejövő - Teredo-továbbítón sikertelenül fogadott csomagok: összes","Ingresso - Pacchetti non validi relay Teredo: totale","In - Teredo Relay Error Packets: Total","In - Teredo Relay Error Packets: Total","Inn - Teredo-relé, feilpakker: totalt","In - Ongeldige pakketten Teredo-relay: totaal","Ruch przychodzący — błędne pakiety przekaźnika Teredo: łącznie","Entrada - Pacotes de Erro da Retransmissão Teredo: Total","Entrada - Pacotes de Erros de Reencaminhamento Teredo: Total","In - Teredo Relay Error Packets: Total","In - Teredo Relay Error Packets: Total","In - Teredo Relay Error Packets: Total","In - Teredo Relay Error Packets: Total","In - felaktiga Teredo-reläpaket: totalt","Gelen - Teredo Geçiş Yönlendiricisi Hatalı Paket Sayısı: Toplam"
"2406","In - Teredo Relay Error Packets: Header Error","Vstup – chybové pakety přenosu Teredo: chyba hlavičky","Ind - Mislykkede Teredo-relæpakker: Headerfejl","Eingehend - Fehlerhafte Teredorelaypakete: Headerfehler","In - Teredo Relay Error Packets: Header Error","","","In - Teredo Relay Error Packets: Header Error","Saapuva – Teredo-välityksen virhepaketit: otsikkovirhe","Entrée - Paquets non valides du relais Teredo : erreur d’en-tête","Entrée - Paquets non valides du relais Teredo : erreur d’en-tête","In - Teredo Relay Error Packets: Header Error","Bejövő - Teredo-továbbító hibacsomagjai: Fejléchiba","Ingresso - Pacchetti non validi relay Teredo: errore intestazione","In - Teredo Relay Error Packets: Header Error","In - Teredo Relay Error Packets: Header Error","Inn – Teredo-relé, feilpakker: hodefeil","In - Ongeldige pakketten Teredo-relay: headerfout","Ruch przychodzący — błędne pakiety przekaźnika Teredo: błąd nagłówka","Entrada - Pacotes de Erro da Retransmissão Teredo: Erro de Cabeçalho","Entrada - Pacotes de Erros de Reencaminhamento Teredo: Erro de Cabeçalho","In - Teredo Relay Error Packets: Header Error","In - Teredo Relay Error Packets: Header Error","In - Teredo Relay Error Packets: Header Error","In - Teredo Relay Error Packets: Header Error","In - felaktiga Teredo-reläpaket: rubrikfel","Gelen - Teredo Geçiş Yönlendiricisi Hatalı Paket Sayısı: Üstbilgi Hatası"
"2408","In - Teredo Relay Error Packets: Source Error","Vstup – chybové pakety přenosu Teredo: chyba zdroje","Ind - Mislykkede Teredo-relæpakker: Kildefejl","Eingehend - Fehlerhafte Teredorelaypakete: Quellfehler","In - Teredo Relay Error Packets: Source Error","","","In - Teredo Relay Error Packets: Source Error","Saapuva – Teredo-välityksen virhepaketit: lähdevirhe","Entrée - Paquets non valides du relais Teredo : erreur de source","Entrée - Paquets non valides du relais Teredo : erreur de source","In - Teredo Relay Error Packets: Source Error","Bejövő - Teredo-továbbítón sikertelenül fogadott csomagok: Forráshiba","Ingresso - Pacchetti non validi relay Teredo: errore origine","In - Teredo Relay Error Packets: Source Error","In - Teredo Relay Error Packets: Source Error","Inn – Teredo-relé, feilpakker: kildefeil","In - Ongeldige pakketten Teredo-relay: bronfout","Ruch przychodzący — błędne pakiety przekaźnika Teredo: błąd miejsca źródłowego","Entrada - Pacotes de Erro da Retransmissão Teredo: Erro de Origem","Entrada - Pacotes de Erros de Reencaminhamento Teredo: Erro de Origem","In - Teredo Relay Error Packets: Source Error","In - Teredo Relay Error Packets: Source Error","In - Teredo Relay Error Packets: Source Error","In - Teredo Relay Error Packets: Source Error","In - felaktiga Teredo-reläpaket: källfel","Gelen - Teredo Geçiş Yönlendiricisi Hatalı Paket Sayısı: Kaynak Hatası"
"2410","In - Teredo Relay Error Packets: Destination Error","Vstup – chybové pakety přenosu Teredo: chyba cíle","Ind - Mislykkede Teredo-relæpakker: Destinationsfejl","Eingehend - Fehlerhafte Teredorelaypakete: Zielfehler","In - Teredo Relay Error Packets: Destination Error","","","In - Teredo Relay Error Packets: Destination Error","Saapuva – Teredo-välityksen virhepaketit: kohdevirhe","Entrée - Paquets non valides du relais Teredo : erreur de destination","Entrée - Paquets non valides du relais Teredo : erreur de destination","In - Teredo Relay Error Packets: Destination Error","Bejövő - Teredo-továbbítón sikertelenül fogadott csomagok: Célhiba","Ingresso - Pacchetti non validi relay Teredo: errore destinazione","In - Teredo Relay Error Packets: Destination Error","In - Teredo Relay Error Packets: Destination Error","Inn – Teredo-relé, feilpakker: målfeil","In - Ongeldige pakketten Teredo-relay: bestemmingsfout","Ruch przychodzący — błędne pakiety przekaźnika Teredo: błąd miejsca docelowego","Entrada - Pacotes de Erro da Retransmissão Teredo: Erro de Destino","Entrada - Pacotes de Erros de Reencaminhamento Teredo: Erro de Destino","In - Teredo Relay Error Packets: Destination Error","In - Teredo Relay Error Packets: Destination Error","In - Teredo Relay Error Packets: Destination Error","In - Teredo Relay Error Packets: Destination Error","In - felaktiga Teredo-reläpaket: målfel","Gelen - Teredo Geçiş Yönlendiricisi Hatalı Paket Sayısı: Hedef Hatası"
"2412","Out - Teredo Relay Total Packets: Success + Error","Výstup – celkový počet paketů přenosu Teredo: úspěšné + chybové","Ud - Samlet antal pakker for Teredo-relæet: Vellykkede + mislykkede","Ausgehend - Gesamtanzahl der Teredorelaypakete: Erfolg + Fehler","Out - Teredo Relay Total Packets: Success + Error","","","Out - Teredo Relay Total Packets: Success + Error","Lähtevä – Teredo-välityksen paketit yhteensä: virheet ja onnistumiset","Sortie - Total des paquets du relais Teredo : valides + non valides","Sortie - Total des paquets du relais Teredo : valides + non valides","Out - Teredo Relay Total Packets: Success + Error","Kimenő - Teredo-továbbítón küldött összes csomag: sikeres és sikertelen","Uscita - Totale pacchetti relay Teredo: validi + non validi","Out - Teredo Relay Total Packets: Success + Error","Out - Teredo Relay Total Packets: Success + Error","Ut – Teredo-relé, totalt antall pakker: vellykket + feil","Uit - Totaal aantal pakketten Teredo-relay: geslaagd en ongeldig","Ruch wychodzący — całkowita liczba pakietów przekaźnika Teredo: prawidłowe + błędne","Saída - Total de Pacotes da Retransmissão Teredo: Êxito + Erro","Saída - Total de Pacotes de Reencaminhamento Teredo: Êxito + Erro","Out - Teredo Relay Total Packets: Success + Error","Out - Teredo Relay Total Packets: Success + Error","Out - Teredo Relay Total Packets: Success + Error","Out - Teredo Relay Total Packets: Success + Error","Ut - totalt antal Teredo-reläpaket: lyckade + fel","Giden - Teredo Geçiş Yönlendiricisi Toplam Paket Sayısı: Başarılı + Hatalı"
"2414","Out - Teredo Relay Success Packets","Výstup – úspěšné pakety přenosu Teredo","Ud - Vellykkede pakker på Teredo-relæet","Ausgehend - Erfolgreiche Teredorelaypakete","Out - Teredo Relay Success Packets","","","Out - Teredo Relay Success Packets","Lähtevä – Teredo-välityksen onnistumispaketit","Sortie - Paquets valides du relais Teredo","Sortie - Paquets valides du relais Teredo","Out - Teredo Relay Success Packets","Kimenő - Teredo-továbbítón sikeresen küldött csomagok","Uscita - Pacchetti validi relay Teredo","Out - Teredo Relay Success Packets","Out - Teredo Relay Success Packets","Ut – Teredo-relé, vellykkede pakker","Uit - Geslaagde pakketten Teredo-relay","Ruch wychodzący — prawidłowe pakiety przekaźnika Teredo","Saída - Pacotes de Êxito da Retransmissão Teredo","Saída - Pacotes de Reencaminhamento Teredo com Êxito","Out - Teredo Relay Success Packets","Out - Teredo Relay Success Packets","Out - Teredo Relay Success Packets","Out - Teredo Relay Success Packets","Ut - lyckade Teredo-reläpaket","Giden - Teredo Geçiş Yönlendiricisi Başarılı Paket Sayısı"
"2416","Out - Teredo Relay Success Packets: Bubbles","Výstup – úspěšné pakety přenosu Teredo: bubliny","Ud - Vellykkede pakker på Teredo-relæet: Bobler","Ausgehend - Erfolgreiche Teredorelaypakete: Bubbles","Out - Teredo Relay Success Packets: Bubbles","","","Out - Teredo Relay Success Packets: Bubbles","Lähtevä – Teredo-välityksen onnistumispaketit: kuplat","Sortie - Paquets valides du relais Teredo : bulles","Sortie - Paquets valides du relais Teredo : bulles","Out - Teredo Relay Success Packets: Bubbles","Kimenő - Teredo-továbbítón sikeresen küldött csomagok: Bubble csomagok","Uscita - Pacchetti validi relay Teredo : bubble","Out - Teredo Relay Success Packets: Bubbles","Out - Teredo Relay Success Packets: Bubbles","Ut – Teredo-relé, vellykkede pakker: bobler","Uit - Geslaagde pakketten Teredo-relay: bubbles","Ruch wychodzący — prawidłowe pakiety przekaźnika Teredo: typu „bubble”","Saída - Pacotes de Êxito da Retransmissão Teredo: Bolhas","Saída - Pacotes de Reencaminhamento Teredo com Êxito: Bubbles","Out - Teredo Relay Success Packets: Bubbles","Out - Teredo Relay Success Packets: Bubbles","Out - Teredo Relay Success Packets: Bubbles","Out - Teredo Relay Success Packets: Bubbles","Ut - lyckade Teredo-reläpaket: bubblor","Giden - Teredo Geçiş Yönlendiricisi Başarılı Paket Sayısı: Balonlar"
"2418","Out - Teredo Relay Success Packets: Data Packets","Výstup – úspěšné pakety přenosu Teredo: datové pakety","Ud - Vellykkede pakker på Teredo-relæet: Datapakker","Ausgehend - Erfolgreiche Teredorelaypakete: Datenpakete","Out - Teredo Relay Success Packets: Data Packets","","","Out - Teredo Relay Success Packets: Data Packets","Lähtevä – Teredo-välityksen onnistumispaketit: datapaketit","Sortie - Paquets valides du relais Teredo : paquets de données","Sortie - Paquets valides du relais Teredo : paquets de données","Out - Teredo Relay Success Packets: Data Packets","Kimenő - Teredo-továbbítón sikeresen küldött csomagok: adatcsomagok","Uscita - Pacchetti validi relay Teredo: pacchetti di dati","Out - Teredo Relay Success Packets: Data Packets","Out - Teredo Relay Success Packets: Data Packets","Ut – Teredo-relé, vellykkede pakker: datapakker","Uit - Geslaagde pakketten Teredo-relay: gegevenspakketten","Ruch wychodzący — prawidłowe pakiety przekaźnika Teredo: pakiety danych","Saída - Pacotes de Êxito da Retransmissão Teredo: Pacotes de Dados","Saída - Pacotes de Reencaminhamento Teredo com Êxito: Pacotes de Dados","Out - Teredo Relay Success Packets: Data Packets","Out - Teredo Relay Success Packets: Data Packets","Out - Teredo Relay Success Packets: Data Packets","Out - Teredo Relay Success Packets: Data Packets","Ut - lyckade Teredo-reläpaket: datapaket","Giden - Teredo Geçiş Yönlendiricisi Başarılı Paket Sayısı: Veri Paketleri"
"242","% Total User Time","% celkem uživatelského času","% Total brugertid","Gesamtbenutzerzeit (%)","% Total User Time","% de tiempo total de usuario","% de tiempo total de usuario","% Total User Time","Käyttäjäaika yhteensä prosentteina","Pourcentage de temps total utilisateur","Pourcentage de temps total utilisateur","% Total User Time","A processzorok felhasználói módú használatának aránya (%)","% Totale tempo utente","% Total User Time","% Total User Time","% Total brukemodustid","Percentage totale tijd in gebruikersmodus","Całkowity czas użytkownika (%)","% tempo total de usuário","% total de tempo do utilizador","% Total User Time","% Total User Time","% Total User Time","% Total User Time","% total användartid","% Toplam Kullanıcı Zamanı"
